5_1_F,5_1_D,7_1_F,7_1_D,8_1_F,8_1_D,10_1_F,10_1_D,9_1_F,9_1_D,9_2_F,9_2_D,24_1_F,24_1_D,1_1_F,1_1_D,1_2_F,1_2_D,2_1_F,2_1_D,20_1_F,20_1_D,19_1_F,19_1_D
1.637777,0.377625,2.44236,0.376875,1.921972,0.37675,2.044042,0.376,2.148946,0.3755,2.258619,0.376375,1.957258,0.377125,1.405398,0.377375,1.760483,0.37775,0.6252925,0.378,1.037916,0.3775,1.173655,0.376125
1.637777,0.3815,2.455076,0.381375,1.929919,0.381625,2.051671,0.381375,2.150536,0.38175,2.259572,0.381875,1.935641,0.3825,1.399358,0.382,1.762072,0.38025,0.6281535,0.380375,1.035055,0.381625,1.193047,0.381625
1.646042,0.384875,2.468427,0.385125,1.939456,0.38525,2.057711,0.386875,2.145767,0.388125,2.25544,0.3865,1.918793,0.386125,1.392047,0.385875,1.769066,0.386,0.6329219,0.386875,1.032511,0.385625,1.202583,0.388875
1.65685,0.38925,2.477646,0.389375,1.949628,0.38975,2.059937,0.389875,2.149582,0.3895,2.259572,0.388875,1.919111,0.389125,1.388868,0.390125,1.769384,0.3915,0.6316503,0.39225,1.028697,0.390125,1.20163,0.390625
1.660665,0.394125,2.479871,0.3935,1.960754,0.394125,2.060572,0.392375,2.168655,0.392125,2.270699,0.393125,1.930555,0.39425,1.391093,0.394125,1.767159,0.39375,0.6341934,0.39375,1.026154,0.394125,1.208941,0.392375
1.66289,0.398375,2.473195,0.398125,1.969973,0.397875,2.05485,0.398375,2.187093,0.399125,2.276421,0.398875,1.942317,0.39925,1.393954,0.39875,1.774152,0.39725,0.6469091,0.397375,1.030286,0.398375,1.220067,0.3995
1.671155,0.4015,2.461433,0.40175,1.974742,0.402375,2.041499,0.403875,2.192815,0.40475,2.278646,0.402875,1.954397,0.403,1.395861,0.402625,1.782099,0.403625,0.6548564,0.404875,1.041094,0.402375,1.214981,0.405625
1.683871,0.405875,2.453486,0.40625,1.97347,0.406375,2.031008,0.406125,2.197266,0.405875,2.28564,0.40525,1.969655,0.405375,1.399994,0.406875,1.781782,0.407875,0.6504059,0.408125,1.051903,0.406875,1.202901,0.406375
1.694997,0.411,2.453486,0.41025,1.96902,0.410625,2.030055,0.409,2.207756,0.4085,2.291362,0.41025,1.981735,0.411375,1.408577,0.41075,1.784007,0.409875,0.6465912,0.409625,1.060168,0.41075,1.200994,0.409125
1.704216,0.415,2.45444,0.414875,1.963933,0.41475,2.034187,0.41525,2.208392,0.417,2.28246,0.41625,1.985232,0.41625,1.418749,0.415375,1.798312,0.41425,0.6497701,0.41475,1.070023,0.415125,1.203219,0.417875
1.712481,0.418,2.450625,0.418375,1.957575,0.4185,2.039909,0.4205,2.19504,0.42125,2.265612,0.419375,1.986186,0.419125,1.429876,0.41925,1.813253,0.421,0.647227,0.42175,1.081149,0.419125,1.198451,0.42175
1.718839,0.4225,2.445221,0.422875,1.950264,0.42325,2.049764,0.42225,2.186457,0.422125,2.256393,0.4215,1.987139,0.422125,1.44132,0.4235,1.818975,0.42375,0.6376902,0.42375,1.086553,0.423625,1.198451,0.42225
1.719157,0.42775,2.443314,0.427125,1.945496,0.427,2.065023,0.4255,2.186457,0.425625,2.253215,0.427375,1.979828,0.428125,1.451174,0.427375,1.82724,0.426125,0.6341934,0.425625,1.086553,0.427375,1.208305,0.427
1.718203,0.431625,2.44681,0.4315,1.945496,0.431375,2.073606,0.4325,2.176603,0.43475,2.246221,0.4335,1.969337,0.4335,1.455625,0.431875,1.841863,0.431625,0.6367366,0.432625,1.086235,0.431875,1.210531,0.435875
1.720111,0.4345,2.454758,0.435125,1.950582,0.435375,2.069791,0.437,2.160708,0.437875,2.241452,0.43575,1.969337,0.43525,1.454353,0.435875,1.848857,0.437625,0.6373723,0.43825,1.088778,0.435875,1.206716,0.437625
1.722018,0.43925,2.46493,0.4395,1.959165,0.439625,2.067248,0.438375,2.164205,0.438375,2.248128,0.43775,1.977285,0.43875,1.446724,0.439875,1.849492,0.4395,0.6434123,0.439375,1.094182,0.44025,1.220067,0.438375
1.719793,0.4445,2.477646,0.444,1.96902,0.444,2.07297,0.442625,2.183278,0.443375,2.256076,0.44475,1.978874,0.4455,1.433055,0.444125,1.858075,0.442875,0.6596248,0.442625,1.098633,0.44425,1.24677,0.445375
1.713753,0.448125,2.492269,0.448,1.980146,0.4475,2.072016,0.449625,2.188365,0.45175,2.25544,0.4505,1.973788,0.45,1.419703,0.448375,1.865069,0.449375,0.6726583,0.450625,1.099904,0.448625,1.25885,0.45275
1.708984,0.451125,2.509117,0.451875,1.990954,0.452375,2.062162,0.453375,2.182643,0.45425,2.258301,0.451875,1.978238,0.451625,1.411756,0.452375,1.854261,0.453875,0.6726583,0.454375,1.100858,0.452625,1.255989,0.453625
1.70962,0.45575,2.528826,0.456125,2.001127,0.456,2.059937,0.454625,2.19663,0.454625,2.274513,0.4545,1.993179,0.4555,1.409849,0.4565,1.841863,0.455375,0.6726583,0.455125,1.104673,0.456875,1.263618,0.454875
1.714071,0.461125,2.54631,0.46075,2.010345,0.46075,2.066612,0.459875,2.227465,0.460875,2.288501,0.46225,2.004306,0.463,1.409849,0.460625,1.84377,0.46,0.6796519,0.460375,1.109441,0.461,1.274427,0.463375
1.720746,0.46475,2.556801,0.464375,2.015114,0.464125,2.065976,0.46725,2.240817,0.468625,2.289136,0.46725,2.008438,0.466375,1.411438,0.464875,1.847903,0.467125,0.6796519,0.46825,1.114527,0.465125,1.265844,0.469
1.730601,0.467625,2.561569,0.4685,2.013842,0.468625,2.063115,0.469625,2.237002,0.470375,2.292315,0.468,2.01416,0.467625,1.416206,0.469,1.84536,0.469875,0.6729762,0.47025,1.11866,0.469375,1.253128,0.469375
1.743952,0.472375,2.55998,0.47275,2.013524,0.472875,2.072016,0.470875,2.245267,0.47125,2.307574,0.471375,2.018293,0.472875,1.423518,0.473125,1.849174,0.471375,0.6748835,0.47125,1.122793,0.4735,1.257261,0.471875
1.755714,0.477875,2.546628,0.477125,2.017657,0.477125,2.087593,0.477125,2.254804,0.477875,2.313932,0.479875,2.007802,0.480125,1.432419,0.477375,1.860301,0.47775,0.6786982,0.4785,1.127243,0.47775,1.261393,0.48125
1.762072,0.481375,2.526601,0.481,2.0202,0.481,2.09713,0.48425,2.239545,0.485375,2.305031,0.4835,1.988093,0.48275,1.44577,0.4815,1.86189,0.48425,0.6682078,0.485375,1.132647,0.48175,1.253128,0.485
1.763662,0.484375,2.510707,0.485,2.017021,0.485375,2.106667,0.48575,2.22079,0.4865,2.307574,0.48425,1.974742,0.483875,1.461983,0.48575,1.859665,0.48575,0.6564458,0.486125,1.138369,0.486125,1.254717,0.48525
1.759529,0.489125,2.502759,0.489375,2.011617,0.489625,2.123197,0.48725,2.230008,0.487625,2.326012,0.4885,1.96298,0.49025,1.474698,0.489875,1.872063,0.487875,0.6640752,0.487875,1.143456,0.49,1.276652,0.489625
1.750628,0.494625,2.499898,0.493875,2.010028,0.494,2.13178,0.494375,2.244949,0.495375,2.329509,0.497375,1.941999,0.49725,1.481374,0.49425,1.891136,0.4955,0.6742477,0.496625,1.14727,0.494375,1.291275,0.498625
1.746496,0.497875,2.502124,0.4975,2.010663,0.497375,2.122561,0.500875,2.236048,0.501375,2.316475,0.499875,1.929919,0.498875,1.485189,0.49825,1.895587,0.501,0.6659825,0.5017501,1.151403,0.49825,1.288732,0.50075
1.747449,0.501,2.512296,0.5017501,2.013842,0.50225,2.11525,0.502,2.225876,0.502625,2.318064,0.5005,1.944224,0.50025,1.487096,0.502625,1.893997,0.5015,0.6570816,0.502125,1.154582,0.50275,1.298269,0.50125
1.743635,0.50575,2.526919,0.5058751,2.021472,0.50625,2.126058,0.503875,2.239863,0.504125,2.333959,0.506125,1.966794,0.50775,1.489639,0.5065,1.90258,0.505,0.6615321,0.505375,1.153628,0.5065,1.325925,0.507625
1.735052,0.511125,2.540906,0.5105,2.03387,0.5105,2.135595,0.51175,2.257665,0.512875,2.332687,0.514125,1.97506,0.514125,1.493772,0.511125,1.90862,0.5135,0.658989,0.51475,1.149178,0.511,1.338959,0.5155
1.734416,0.514375,2.554893,0.514125,2.045949,0.514625,2.126694,0.5173751,2.257347,0.51775,2.321243,0.516,1.981735,0.515,1.498858,0.514875,1.900355,0.517,0.6421407,0.51775,1.14282,0.514875,1.33419,0.516625
1.742681,0.517625,2.569199,0.5185,2.054532,0.518375,2.117157,0.518125,2.261798,0.5185,2.334277,0.51675,2.000173,0.517,1.503944,0.51925,1.896858,0.517625,0.6348292,0.518125,1.136462,0.51925,1.342773,0.517625
1.752218,0.522375,2.580007,0.52275,2.059619,0.523625,2.117793,0.520875,2.285004,0.5215001,2.357801,0.523625,2.012571,0.525125,1.506487,0.52325,1.907667,0.52275,0.6399155,0.523625,1.131693,0.523,1.36439,0.525375
1.760483,0.52775,2.586683,0.527125,2.061844,0.52675,2.111435,0.529,2.298673,0.530125,2.357801,0.530875,2.006213,0.53075,1.505216,0.527625,1.908938,0.5315,0.6335576,0.532125,1.13074,0.5275,1.368523,0.531875
1.769702,0.531,2.58859,0.53075,2.059301,0.5313751,2.097448,0.533875,2.288818,0.53425,2.3489,0.532125,2.003988,0.531125,1.502673,0.5315,1.895269,0.5330001,0.6205241,0.53375,1.13519,0.5313751,1.361211,0.5325
1.782735,0.534375,2.58255,0.535125,2.051989,0.53525,2.102216,0.53425,2.286275,0.5346251,2.360344,0.53325,2.01575,0.53375,1.499176,0.536,1.896858,0.533875,0.6271998,0.53425,1.144409,0.535625,1.366933,0.53425
1.796404,0.539125,2.569834,0.5395,2.039592,0.539875,2.12733,0.538125,2.30058,0.538875,2.370517,0.541,2.013524,0.5428751,1.494726,0.539875,1.913706,0.540875,0.6462733,0.541875,1.156489,0.539625,1.370748,0.54325
1.806259,0.5445001,2.554576,0.54375,2.029101,0.54375,2.143224,0.546625,2.298991,0.54725,2.348264,0.5475,1.992544,0.5470001,1.489639,0.544375,1.91021,0.54825,0.6469091,0.5486251,1.168251,0.544125,1.355171,0.548
1.814842,0.547875,2.544721,0.547375,2.026558,0.547625,2.142906,0.55,2.276103,0.5502501,2.32029,0.54825,1.98555,0.547375,1.48805,0.54825,1.894951,0.549125,0.6361008,0.549375,1.178424,0.548,1.345317,0.548375
1.826604,0.551,2.544085,0.55175,2.027512,0.552125,2.1499,0.550625,2.267202,0.55075,2.323786,0.550125,2.001127,0.550875,1.489957,0.552625,1.906713,0.550375,0.6415049,0.551,1.184464,0.55225,1.359304,0.5515
1.836777,0.5560001,2.548218,0.55625,2.029419,0.556125,2.164523,0.555375,2.278328,0.5560001,2.335548,0.558625,2.003988,0.56025,1.495043,0.5568751,1.930555,0.55875,0.6519954,0.55975,1.188914,0.556375,1.370748,0.560875
1.836777,0.561125,2.555211,0.56025,2.032598,0.5601251,2.162297,0.564125,2.278646,0.564375,2.327601,0.564,1.987457,0.563125,1.502673,0.560875,1.928329,0.564625,0.644048,0.56475,1.192093,0.56075,1.362483,0.563875
1.832008,0.564625,2.566655,0.564125,2.040227,0.564625,2.148628,0.566125,2.268473,0.566375,2.323786,0.564375,1.989365,0.563625,1.513481,0.56525,1.919111,0.565,0.6341934,0.565125,1.194318,0.564875,1.363119,0.5642501
1.829147,0.567625,2.584457,0.56825,2.053261,0.56825,2.1499,0.566875,2.279599,0.567125,2.344131,0.567125,2.015114,0.5683751,1.525879,0.5691251,1.936595,0.56725,0.6399155,0.568125,1.196226,0.569,1.386007,0.569375
1.821518,0.572625,2.602895,0.573,2.065023,0.5735,2.157211,0.573125,2.305984,0.5735,2.357801,0.5765,2.025922,0.577125,1.536369,0.57375,1.953125,0.576375,0.6430944,0.577125,1.199087,0.5732501,1.400948,0.578
1.805941,0.57775,2.617836,0.57675,2.073606,0.576375,2.146403,0.581,2.31266,0.580875,2.346357,0.580125,2.0202,0.57925,1.545906,0.577625,1.938502,0.5805,0.6306966,0.5806251,1.202583,0.5773751,1.398087,0.579625
1.794179,0.58125,2.631505,0.58075,2.083143,0.581375,2.134641,0.5825,2.308528,0.582625,2.345721,0.5805,2.03069,0.5798751,1.557668,0.58175,1.924197,0.580875,0.6281535,0.580875,1.207352,0.5815001,1.407623,0.580375
1.796404,0.58425,2.644539,0.585,2.090772,0.585,2.1499,0.583375,2.325058,0.583375,2.372424,0.584625,2.046903,0.586,1.567205,0.585875,1.934687,0.584625,0.6475449,0.58575,1.213392,0.5856251,1.429876,0.587625
1.807531,0.589125,2.657254,0.5895,2.092997,0.5895,2.17406,0.590625,2.349218,0.590875,2.384186,0.593625,2.03387,0.59375,1.567205,0.590125,1.936913,0.59375,0.66185,0.594375,1.222293,0.589875,1.430829,0.594375
1.819611,0.594375,2.664884,0.59325,2.092679,0.593625,2.177874,0.5975,2.3489,0.5971251,2.366702,0.5962501,2.005259,0.59525,1.55735,0.594125,1.918475,0.5965,0.6599426,0.5962501,1.233101,0.5938751,1.416524,0.595375
1.834234,0.598,2.661705,0.59725,2.092044,0.5975,2.17406,0.5985,2.338727,0.598375,2.365112,0.596625,1.994133,0.596125,1.544634,0.598375,1.918475,0.596875,0.6637573,0.5971251,1.239141,0.598375,1.420657,0.596875
1.850764,0.60075,2.649943,0.6015,2.088865,0.602125,2.187729,0.599875,2.343814,0.60025,2.388636,0.60225,1.987139,0.6035,1.53478,0.60225,1.943588,0.6025,0.6780624,0.6037501,1.240412,0.602125,1.430829,0.60525
1.860619,0.605625,2.636274,0.606,2.082825,0.606,2.20267,0.607875,2.350489,0.6077501,2.392451,0.6105,1.965841,0.6102501,1.52874,0.607125,1.9509,0.61075,0.6818771,0.611,1.241684,0.60675,1.420657,0.610375
1.856168,0.611,2.626419,0.609625,2.079964,0.61,2.198855,0.61375,2.341588,0.614,2.374013,0.61225,1.954397,0.61125,1.523336,0.610625,1.934052,0.61225,0.6752014,0.61175,1.24677,0.6105,1.41271,0.611
1.844406,0.614625,2.622287,0.613875,2.0806,0.6145,2.196312,0.6143751,2.337774,0.6143751,2.378464,0.613,1.977285,0.612875,1.519521,0.615125,1.935005,0.61325,0.6777446,0.6135001,1.252492,0.6152501,1.433372,0.613875
1.837412,0.61725,2.619743,0.618,2.080917,0.618125,2.213796,0.6168751,2.353032,0.61725,2.401352,0.619875,2.007167,0.621125,1.520475,0.619,1.958529,0.620375,0.6831487,0.621625,1.257261,0.61875,1.456261,0.62275
1.831373,0.62225,2.620061,0.6226251,2.083143,0.623,2.227783,0.6251251,2.360662,0.6251251,2.401352,0.627,2.012889,0.6267501,1.529376,0.6235,1.968066,0.62725,0.6732941,0.626875,1.262665,0.6233751,1.457532,0.626125
1.819929,0.627875,2.627373,0.62625,2.092997,0.626375,2.219836,0.629875,2.348264,0.63025,2.388636,0.628,2.011617,0.62725,1.543363,0.62725,1.962662,0.628125,0.6634395,0.627375,1.269023,0.62725,1.461347,0.626625
1.811981,0.63125,2.640088,0.630625,2.105077,0.63125,2.21316,0.630375,2.347628,0.630625,2.40167,0.629375,2.028783,0.629625,1.556714,0.6315,1.973152,0.62975,0.6723404,0.630375,1.275063,0.63175,1.484553,0.6315
1.814842,0.633875,2.655347,0.6348751,2.11366,0.63525,2.218564,0.633875,2.372106,0.634,2.423286,0.63725,2.042135,0.6385,1.566251,0.6355,1.990954,0.6382501,0.6815593,0.639125,1.279195,0.6355,1.500448,0.639625
1.821836,0.6390001,2.672195,0.63925,2.121608,0.639125,2.212842,0.64225,2.388636,0.642875,2.420108,0.643375,2.033234,0.643,1.574834,0.64,1.985868,0.6435,0.6742477,0.6423751,1.280785,0.64,1.498222,0.641625
1.826604,0.6447501,2.686183,0.643,2.13178,0.643875,2.193769,0.64575,2.384186,0.646125,2.414386,0.6440001,2.027194,0.64325,1.585007,0.64375,1.976967,0.6440001,0.6694794,0.643,1.279195,0.6440001,1.507441,0.64275
1.832326,0.6481251,2.685547,0.647375,2.135913,0.6472501,2.191861,0.6465001,2.390862,0.646875,2.435048,0.646,2.036731,0.647125,1.595179,0.6481251,1.992226,0.64675,0.6774266,0.648,1.276334,0.64825,1.52874,0.6495
1.845042,0.65025,2.669334,0.65175,2.131462,0.652375,2.211889,0.651,2.414703,0.651125,2.455711,0.6546251,2.033551,0.655625,1.600583,0.6521251,2.004623,0.65575,0.6745656,0.655875,1.274109,0.6522501,1.533508,0.656
1.859665,0.655625,2.654711,0.655875,2.124469,0.655625,2.227147,0.65925,2.420743,0.66025,2.449989,0.659375,2.014478,0.65925,1.602809,0.6565,1.990318,0.6596251,0.658989,0.65775,1.272837,0.6565,1.527468,0.657
1.870155,0.66175,2.65344,0.6596251,2.117157,0.66025,2.230962,0.661875,2.405484,0.662375,2.443314,0.659875,2.01416,0.659375,1.607259,0.6605,1.984278,0.659875,0.6558101,0.659125,1.269976,0.66075,1.537959,0.659375
1.879374,0.664625,2.658208,0.664125,2.109528,0.664375,2.242724,0.662625,2.402623,0.663,2.452214,0.663,2.033551,0.66425,1.613935,0.664625,2.004941,0.66425,0.6615321,0.666,1.269976,0.664875,1.552264,0.6677501
1.892408,0.6670001,2.65789,0.6686251,2.102534,0.66825,2.258937,0.66825,2.410889,0.668875,2.445857,0.672125,2.035777,0.673,1.619021,0.668875,2.013524,0.673125,0.6545385,0.672125,1.277924,0.669125,1.546224,0.6715
1.90417,0.672375,2.65344,0.672625,2.098719,0.672875,2.258301,0.6760001,2.394676,0.67675,2.415021,0.675625,2.022743,0.675125,1.623154,0.673,1.996358,0.675375,0.6450017,0.673125,1.292547,0.673125,1.536051,0.67225
1.90862,0.6785001,2.650579,0.6765,2.099355,0.676625,2.2494,0.677875,2.366384,0.67875,2.401034,0.6760001,2.032598,0.67575,1.627922,0.677,1.994769,0.6760001,0.6551743,0.675875,1.306216,0.677375,1.54082,0.677
1.911481,0.68125,2.652168,0.68075,2.104759,0.681125,2.254486,0.678875,2.370198,0.6792501,2.417247,0.68075,2.059301,0.6817501,1.629194,0.6810001,2.017975,0.682375,0.6723404,0.6842501,1.315435,0.681375,1.543681,0.6850001
1.918793,0.6835001,2.65948,0.68525,2.114614,0.685375,2.263705,0.68575,2.393087,0.68625,2.424558,0.689375,2.066294,0.689875,1.625697,0.6855,2.025604,0.689875,0.6748835,0.687875,1.322746,0.68575,1.533826,0.686875
1.916885,0.688875,2.67156,0.6891251,2.128601,0.688875,2.255758,0.692625,2.393087,0.6933751,2.412796,0.69175,2.060254,0.69125,1.619339,0.6892501,2.013524,0.69125,0.6732941,0.6885,1.330694,0.689625,1.534462,0.687875
1.900991,0.695125,2.688408,0.693125,2.142588,0.69375,2.243996,0.694,2.384504,0.6945,2.422969,0.69225,2.070109,0.692125,1.612028,0.693625,2.019564,0.692375,0.6799698,0.693875,1.338323,0.694,1.55131,0.695125
1.891772,0.697625,2.706528,0.6973751,2.153079,0.69725,2.250354,0.695375,2.404849,0.695875,2.456347,0.698125,2.07742,0.699625,1.608531,0.697625,2.039274,0.70025,0.6812413,0.7015001,1.342773,0.697875,1.560529,0.7015001
1.897494,0.7,2.724012,0.701875,2.161662,0.701875,2.262433,0.703,2.434731,0.703375,2.465884,0.706125,2.05485,0.7065001,1.609167,0.701875,2.036412,0.70625,0.6742477,0.7035,1.342138,0.70225,1.564026,0.70225
1.900991,0.7055,2.739906,0.7056251,2.16802,0.70575,2.262751,0.7090001,2.438227,0.7097501,2.45285,0.707625,2.024015,0.7072501,1.611392,0.705875,2.021472,0.706875,0.6742477,0.7045,1.34023,0.706125,1.584689,0.7047501
1.896222,0.71175,2.751668,0.7097501,2.170881,0.71,2.265294,0.71,2.435684,0.7106251,2.461751,0.708625,2.016703,0.7088751,1.615842,0.71025,2.024968,0.709125,0.6771088,0.711875,1.343091,0.7105001,1.608213,0.713625
1.898766,0.71425,2.759616,0.714,2.17406,0.7145,2.284368,0.7122501,2.454122,0.7125,2.486229,0.71575,2.015432,0.7171251,1.620293,0.714125,2.028465,0.7178751,0.6663005,0.71825,1.352628,0.714375,1.610756,0.7175
1.914342,0.716625,2.764702,0.7185,2.178828,0.71825,2.30217,0.7203751,2.468745,0.720875,2.486865,0.7225,1.998901,0.72275,1.626015,0.7187501,2.007484,0.7221251,0.6535848,0.719,1.363754,0.7188751,1.608531,0.7178751
1.929283,0.72225,2.765338,0.72225,2.179464,0.722375,2.304395,0.7255,2.456347,0.725875,2.475739,0.7235,1.992544,0.723125,1.635551,0.722375,1.994451,0.722625,0.6612142,0.7215,1.374245,0.72275,1.619975,0.7228751
1.936913,0.728375,2.755801,0.7265,2.174377,0.726875,2.307256,0.7261251,2.444267,0.726625,2.490361,0.725125,2.019246,0.725625,1.648267,0.727125,2.015114,0.7262501,0.6755193,0.73,1.384735,0.72725,1.624107,0.731375
1.946449,0.730875,2.738635,0.730625,2.168655,0.73075,2.319972,0.7295001,2.455076,0.7295001,2.513568,0.733125,2.047539,0.734625,1.660347,0.73075,2.03069,0.734875,0.6767909,0.7343751,1.39459,0.731,1.609484,0.73325
1.960119,0.733375,2.721151,0.735125,2.164205,0.735,2.325376,0.738125,2.460798,0.738375,2.509435,0.738875,2.051989,0.738625,1.671155,0.735375,2.017339,0.7377501,0.679334,0.73475,1.40063,0.735625,1.60408,0.734
1.961072,0.738875,2.709707,0.738875,2.159755,0.739125,2.319654,0.7417501,2.4484,0.742125,2.497673,0.7393751,2.058347,0.739125,1.678467,0.739125,2.012889,0.738375,0.6949107,0.739125,1.40508,0.7395,1.614253,0.741125
1.945814,0.7450001,2.707164,0.743125,2.158801,0.74325,2.324104,0.74225,2.448082,0.74275,2.510389,0.7418751,2.081235,0.7426251,1.680056,0.7435001,2.036412,0.74375,0.7015864,0.74775,1.410802,0.744,1.612981,0.74825
1.935005,0.7476251,2.713203,0.747375,2.166748,0.74775,2.337774,0.747,2.467155,0.7467501,2.52374,0.750375,2.089183,0.7516251,1.67497,0.7476251,2.0504,0.7515,0.6920497,0.7501251,1.416842,0.747875,1.604398,0.748875
1.938502,0.7501251,2.723694,0.7516251,2.182961,0.751375,2.332052,0.755375,2.473513,0.755375,2.514521,0.7548751,2.07297,0.7545,1.665751,0.751875,2.043406,0.753,0.6920497,0.7507501,1.4232,0.75225,1.619339,0.7505
1.939774,0.755625,2.736727,0.7555,2.200127,0.7558751,2.311071,0.757875,2.462705,0.758375,2.51325,0.755375,2.066294,0.7550001,1.657804,0.756,2.051671,0.75475,0.7025401,0.757125,1.430511,0.756375,1.644452,0.759375
1.930873,0.7615001,2.752622,0.75975,2.212524,0.7598751,2.30662,0.7585,2.467473,0.75875,2.539953,0.75875,2.076785,0.760125,1.6524,0.7600001,2.078374,0.761875,0.6980896,0.7648751,1.43973,0.7606251,1.647313,0.764375
1.928965,0.764375,2.767245,0.764125,2.219836,0.764125,2.317429,0.7645,2.491951,0.764375,2.559662,0.767625,2.076785,0.7681251,1.646678,0.764375,2.085368,0.767625,0.685374,0.7657501,1.447678,0.764625,1.646996,0.764625
1.939138,0.766875,2.777735,0.76825,2.224922,0.7681251,2.316157,0.7722501,2.502124,0.772375,2.553304,0.770875,2.066294,0.77025,1.641909,0.7685,2.075513,0.7685,0.688235,0.7672501,1.449903,0.7690001,1.669884,0.767875
1.948992,0.772375,2.786636,0.7722501,2.226512,0.7722501,2.311071,0.7738751,2.49513,0.7745,2.555529,0.7713751,2.071381,0.771125,1.642227,0.77275,2.079964,0.771625,0.6968181,0.7755001,1.449903,0.7731251,1.6915,0.777375
1.9509,0.778375,2.79363,0.7765,2.222379,0.7765,2.328873,0.774875,2.503395,0.77525,2.577146,0.7762501,2.085686,0.777625,1.648267,0.776875,2.087275,0.78,0.6907781,0.781125,1.450221,0.7771251,1.688321,0.780125
1.954397,0.7812501,2.794902,0.780875,2.214432,0.78075,2.35494,0.781625,2.520879,0.7815,2.583822,0.7846251,2.086322,0.7845001,1.658122,0.781,2.078374,0.783125,0.6841024,0.781625,1.449267,0.781625,1.688639,0.7805001
1.966159,0.7835,2.791087,0.784875,2.205531,0.7846251,2.358754,0.7886251,2.51325,0.7893751,2.568245,0.7870001,2.085368,0.786,1.670202,0.78525,2.074878,0.783875,0.6926854,0.784,1.443227,0.7855,1.708666,0.7861251
1.976967,0.789125,2.783139,0.789,2.199491,0.789125,2.352715,0.78975,2.491633,0.790625,2.561569,0.7877501,2.103806,0.787625,1.681646,0.7895001,2.09109,0.7893751,0.6955464,0.793375,1.434008,0.789875,1.716296,0.794625
1.980146,0.7951251,2.77106,0.793125,2.198537,0.793125,2.362251,0.7912501,2.489408,0.79175,2.56602,0.79375,2.126058,0.794875,1.691818,0.793375,2.100309,0.7970001,0.6796519,0.797125,1.430194,0.79375,1.702627,0.79575
1.983325,0.798125,2.760569,0.7975,2.199173,0.7975,2.371788,0.79875,2.493858,0.798875,2.553622,0.8015,2.128283,0.8008751,1.700083,0.798,2.09109,0.79875,0.6707509,0.7975,1.437187,0.79825,1.700401,0.79675
1.993179,0.8001251,2.757708,0.8015,2.203624,0.8015,2.362251,0.80475,2.478282,0.8058751,2.532959,0.803,2.123515,0.8018751,1.707713,0.8018751,2.094269,0.8,0.679334,0.8017501,1.45181,0.802125,1.710256,0.8042501
2.002716,0.8058751,2.762159,0.805625,2.21316,0.80575,2.351761,0.80575,2.464294,0.8067501,2.539635,0.804,2.125104,0.8042501,1.71566,0.806375,2.114614,0.8076251,0.679334,0.8107501,1.466433,0.8065,1.701991,0.8107501
2.003352,0.8125001,2.770424,0.80975,2.223651,0.809875,2.357483,0.807875,2.482732,0.80825,2.563159,0.81125,2.114614,0.81225,1.724561,0.809875,2.120336,0.8133751,0.6640752,0.812875,1.478831,0.810375,1.686414,0.811375
2.00367,0.8148751,2.780914,0.8141251,2.233187,0.8142501,2.362887,0.816,2.510389,0.81675,2.566338,0.818,2.084732,0.817,1.735687,0.81475,2.11366,0.8142501,0.6621678,0.8135,1.489321,0.8148751,1.694997,0.8133751
2.010028,0.81675,2.796173,0.818,2.244313,0.818125,2.353032,0.821125,2.512932,0.8222501,2.560933,0.8190001,2.063433,0.817875,1.744588,0.818625,2.123197,0.817125,0.6758372,0.820125,1.497269,0.81875,1.71121,0.8222501
2.00971,0.822625,2.815882,0.8222501,2.254804,0.822625,2.349218,0.821875,2.511342,0.822875,2.580325,0.8207501,2.063433,0.82125,1.747767,0.822875,2.134959,0.825875,0.6767909,0.8275,1.502037,0.8231251,1.706441,0.826625
2.001127,0.829375,2.83591,0.82625,2.261798,0.826625,2.367656,0.825,2.532959,0.82525,2.604802,0.8288751,2.064387,0.829625,1.75031,0.826875,2.126694,0.829375,0.6663005,0.8285,1.504898,0.827,1.704534,0.827
1.999537,0.83175,2.85244,0.830875,2.266884,0.830875,2.385139,0.8331251,2.551397,0.83425,2.604167,0.834375,2.057393,0.83325,1.752535,0.83125,2.120018,0.8298751,0.6723404,0.8298751,1.50617,0.8315001,1.730601,0.8306251
2.007802,0.833375,2.862294,0.8346251,2.271016,0.835,2.386729,0.8375,2.538999,0.8385,2.60067,0.835,2.06693,0.8338751,1.750628,0.8355001,2.130508,0.835125,0.6879171,0.8380001,1.506487,0.83525,1.756032,0.8395001
2.011617,0.839375,2.869606,0.839125,2.272924,0.839125,2.393087,0.8378751,2.52978,0.8388751,2.622287,0.837625,2.094269,0.8387501,1.748085,0.8395001,2.129873,0.84325,0.6872813,0.843375,1.509666,0.8397501,1.756986,0.84225
2.007802,0.8465,2.874057,0.843125,2.272924,0.8435,2.41216,0.842375,2.5479,0.84275,2.643903,0.846375,2.109845,0.846875,1.747131,0.8436251,2.111117,0.845125,0.6799698,0.844,1.514753,0.8436251,1.761436,0.84275
